"Pokemon","Fast.Move","Charged.Move","DPS","TDO","DPS.3.TDO","CP","fastType","fastDmg","fastDps","chargeType","chargeDmg","chargeDps"
"5651","Mew","Charge Beam","Blizzard",10.099,378.4,389.8,3265,"electric","8","7.3","ice","130","41.9"
"5652","Porygon2","Hidden Power (Fire)","Solar Beam",10.098,291.1,299.8,2711,NA,NA,NA,"grass","180","36.7"
"5653","Porygon2","Hidden Power (Fighting)","Solar Beam",10.098,291.1,299.8,2711,NA,NA,NA,"grass","180","36.7"
"5654","Porygon2","Hidden Power (Water)","Solar Beam",10.098,291.1,299.8,2711,NA,NA,NA,"grass","180","36.7"
"5655","Porygon2","Hidden Power (Flying)","Solar Beam",10.098,291.1,299.8,2711,NA,NA,NA,"grass","180","36.7"
"5656","Porygon2","Hidden Power (Grass)","Solar Beam",10.098,291.1,299.8,2711,NA,NA,NA,"grass","180","36.7"
"5657","Porygon2","Hidden Power (Poison)","Solar Beam",10.098,291.1,299.8,2711,NA,NA,NA,"grass","180","36.7"
"5658","Porygon2","Hidden Power (Electric)","Solar Beam",10.098,291.1,299.8,2711,NA,NA,NA,"grass","180","36.7"
"5659","Porygon2","Hidden Power (Ground)","Solar Beam",10.098,291.1,299.8,2711,NA,NA,NA,"grass","180","36.7"
"5660","Porygon2","Hidden Power (Psychic)","Solar Beam",10.098,291.1,299.8,2711,NA,NA,NA,"grass","180","36.7"
"5661","Porygon2","Hidden Power (Rock)","Solar Beam",10.098,291.1,299.8,2711,NA,NA,NA,"grass","180","36.7"
"5662","Porygon2","Hidden Power (Ice)","Solar Beam",10.098,291.1,299.8,2711,NA,NA,NA,"grass","180","36.7"
"5663","Porygon2","Hidden Power (Bug)","Solar Beam",10.098,291.1,299.8,2711,NA,NA,NA,"grass","180","36.7"
"5664","Porygon2","Hidden Power (Dragon)","Solar Beam",10.098,291.1,299.8,2711,NA,NA,NA,"grass","180","36.7"
"5665","Porygon2","Hidden Power (Ghost)","Solar Beam",10.098,291.1,299.8,2711,NA,NA,NA,"grass","180","36.7"
"5666","Porygon2","Hidden Power (Dark)","Solar Beam",10.098,291.1,299.8,2711,NA,NA,NA,"grass","180","36.7"
"5667","Porygon2","Hidden Power (Steel)","Solar Beam",10.098,291.1,299.8,2711,NA,NA,NA,"grass","180","36.7"
"5668","Porygon2","Hidden Power","Solar Beam",10.098,291.1,299.8,2711,"normal","15","10","grass","180","36.7"
"5669","Porygon2","Hidden Power","Solar Beam",10.098,291.1,299.8,2711,"normal","15","10","grass","180","36.7"
"5670","Porygon2","Hidden Power","Solar Beam",10.098,291.1,299.8,2711,"normal","15","10","grass","180","36.7"
"5671","Porygon2","Hidden Power","Solar Beam",10.098,291.1,299.8,2711,"normal","15","10","grass","180","36.7"
"5672","Porygon2","Hidden Power","Solar Beam",10.098,291.1,299.8,2711,"normal","15","10","grass","180","36.7"
"5673","Porygon2","Hidden Power","Solar Beam",10.098,291.1,299.8,2711,"normal","15","10","grass","180","36.7"
"5674","Porygon2","Hidden Power","Solar Beam",10.098,291.1,299.8,2711,"normal","15","10","grass","180","36.7"
"5675","Porygon2","Hidden Power","Solar Beam",10.098,291.1,299.8,2711,"normal","15","10","grass","180","36.7"
"5676","Porygon2","Hidden Power","Solar Beam",10.098,291.1,299.8,2711,"normal","15","10","grass","180","36.7"
"5677","Porygon2","Hidden Power","Solar Beam",10.098,291.1,299.8,2711,"normal","15","10","grass","180","36.7"
"5678","Porygon2","Hidden Power","Solar Beam",10.098,291.1,299.8,2711,"normal","15","10","grass","180","36.7"
"5679","Porygon2","Hidden Power","Solar Beam",10.098,291.1,299.8,2711,"normal","15","10","grass","180","36.7"
"5680","Porygon2","Hidden Power","Solar Beam",10.098,291.1,299.8,2711,"normal","15","10","grass","180","36.7"
"5681","Porygon2","Hidden Power","Solar Beam",10.098,291.1,299.8,2711,"normal","15","10","grass","180","36.7"
"5682","Porygon2","Hidden Power","Solar Beam",10.098,291.1,299.8,2711,"normal","15","10","grass","180","36.7"
"5683","Porygon2","Hidden Power","Solar Beam",10.098,291.1,299.8,2711,"normal","15","10","grass","180","36.7"
"5684","Shadow Mawile","Ice Fang","Iron Head",10.096,138.4,142.5,1634,"ice","12","8","steel","60","31.6"
"5685","Weezing","Acid","Thunderbolt",10.095,264.4,272,2293,"poison","9","11.3","electric","80","32"
"5686","Serperior","Iron Tail","Grass Knot",10.094,300.7,309.2,2277,"steel","15","13.6","grass","90","34.6"
"5687","Lapras","Ice Shard","Ice Beam",10.093,386.6,397.5,2641,"ice","12","10","ice","90","27.3"
"5688","Shadow Blastoise","Bite","Flash Cannon",10.093,263,270.4,2466,"dark","6","12","steel","100","37"
"5689","Shadow Persian","Feint Attack","Foul Play",10.093,156.9,161.3,1689,"dark","10","11.1","dark","70","35"
"5690","Machoke","Low Kick","Submission",10.091,201,206.6,2031,"fighting","6","10","fighting","60","27.3"
"5691","Primeape","Low Kick","Night Slash",10.09,190.7,195.9,2288,"fighting","6","10","dark","50","22.7"
"5692","Feraligatr","Ice Fang","Ice Beam",10.088,302.7,310.8,2857,"ice","12","8","ice","90","27.3"
"5693","Galarian Rapidash","Low Kick","Body Slam",10.088,220.6,226.4,2461,"fighting","6","10","normal","50","26.3"
"5694","Meganium","Razor Leaf","Petal Blizzard",10.085,311.3,319.4,2410,"grass","13","13","grass","110","42.3"
"5695","Nuzleaf","Feint Attack","Leaf Blade",10.08,121.7,124.6,1227,"dark","10","11.1","grass","70","29.2"
"5696","Armaldo","Fury Cutter","Water Pulse",10.078,259.1,265.2,2848,"bug","3","7.5","water","70","21.9"
"5697","Raticate","Bite","Hyper Fang",10.077,173.4,177.5,1730,"dark","6","12","normal","80","32"
"5698","Mega Sableye","Shadow Claw","Foul Play",10.074,270,276,1942,"ghost","9","12.9","dark","70","35"
"5699","Heatmor","Lick","Thunder Punch",10.073,214.4,219.1,2395,"ghost","5","10","electric","45","25"
"5700","Armored Mewtwo","Iron Tail","Future Sight",10.072,469,479.1,3187,"steel","15","13.6","psychic","120","44.4"
"5701","Shadow Koffing","Acid","Sludge Bomb",10.072,122.7,125.3,1214,"poison","9","11.3","poison","80","34.8"
"5702","Stoutland","Take Down","Wild Charge",10.072,293.3,299.7,2827,"normal","8","6.7","electric","90","34.6"
"5703","Shadow Marowak","Mud Slap","Dig",10.07,199,203.2,1835,NA,NA,NA,"ground","100","21.3"
"5704","Pinsir","Bug Bite","Vise Grip",10.069,245,250.2,2959,"bug","5","10","normal","35","18.4"
"5705","Golbat","Wing Attack","Shadow Ball",10.068,225.9,230.6,1976,"flying","8","10","ghost","100","33.3"
"5706","Drapion","Poison Sting","Crunch",10.066,283.5,289.1,2453,"poison","5","8.3","dark","70","21.9"
"5707","Slowking","Water Gun","Blizzard",10.066,314.6,320.9,2545,"water","5","10","ice","130","41.9"
"5708","Walrein","Waterfall","Water Pulse",10.066,342.9,349.8,2726,"water","16","13.3","water","70","21.9"
"5709","Mew","Waterfall","Gyro Ball",10.064,377.1,384.4,3265,"water","16","13.3","steel","80","24.2"
"5710","Shadow Pupitar","Rock Smash","Ancient Power",10.064,161.1,164.2,1766,"fighting","15","11.5","rock","70","20"
"5711","Galvantula","Fury Cutter","Energy Ball",10.063,186.7,190.3,2206,"bug","3","7.5","grass","90","23.1"
"5712","Golduck","Confusion","Ice Beam",10.061,253.3,258,2450,"psychic","20","12.5","ice","90","27.3"
"5713","Starmie","Quick Attack","Thunder",10.059,236.2,240.4,2584,"normal","8","10","electric","100","41.7"
"5714","Castform (Rainy)","Tackle","Weather Ball Water",10.058,201,204.5,1632,"normal","5","10",NA,NA,NA
"5715","Castform (Snowy)","Tackle","Weather Ball Ice",10.058,201,204.5,1632,"normal","5","10",NA,NA,NA
"5716","Castform (Sunny)","Tackle","Weather Ball Fire",10.058,201,204.5,1632,"normal","5","10",NA,NA,NA
"5717","Noctowl","Extrasensory","Sky Attack",10.058,286.5,291.4,2024,"psychic","12","10.9","flying","80","40"
"5718","Weezing","Tackle","Shadow Ball",10.056,263.4,267.8,2293,"normal","5","10","ghost","100","33.3"
"5719","Tangela","Infestation","Sludge Bomb",10.055,228.5,232.3,2238,"bug","10","9.1","poison","80","34.8"
"5720","Gurdurr","Low Kick","Brick Break",10.054,221.4,225,2169,"fighting","6","10","fighting","40","25"
"5721","Hitmontop","Counter","Stone Edge",10.054,235.4,239.3,2156,"fighting","12","13.3","rock","100","43.5"
"5722","Shadow Pupitar","Rock Smash","Dig",10.053,160.9,163.5,1766,"fighting","15","11.5","ground","100","21.3"
"5723","Girafarig","Confusion","Mirror Coat",10.051,193,196,2046,"psychic","20","12.5","psychic","60","23.1"
"5724","Stoutland","Lick","Crunch",10.051,292.7,297.2,2827,"ghost","5","10","dark","70","21.9"
"5725","Swanna","Air Slash","Ice Beam",10.051,201,204.1,2088,"flying","14","11.7","ice","90","27.3"
"5726","Shadow Dragonair","Dragon Breath","Wrap",10.05,149.1,151.3,1780,"dragon","6","12","normal","60","20.7"
"5727","Mightyena","Fire Fang","Crunch",10.049,191.7,194.5,1926,"fire","12","13.3","dark","70","21.9"
"5728","Marshtomp","Mud Shot","Surf",10.048,193,195.8,1776,"ground","5","8.3","water","65","38.2"
"5729","Crobat","Air Slash","Air Cutter",10.046,286.6,290.6,2646,"flying","14","11.7","flying","60","22.2"
"5730","Hippowdon","Thunder Fang","Body Slam",10.046,364.8,369.9,3085,"electric","12","10","normal","50","26.3"
"5731","Perrserker","Shadow Claw","Close Combat",10.046,230.8,234,2386,"ghost","9","12.9","fighting","100","43.5"
"5732","Cradily","Bullet Seed","Grass Knot",10.044,313.2,317.4,2211,"grass","8","7.3","grass","90","34.6"
"5733","Ambipom","Scratch","Low Sweep",10.043,215.8,218.6,2418,"normal","6","12","fighting","40","21.1"
"5734","Eelektrik","Spark","Discharge",10.042,179.9,182.1,1715,"electric","6","8.6","electric","65","26"
"5735","Alolan Graveler","Rock Throw","Stone Edge",10.041,200.8,203.3,1897,"rock","12","13.3","rock","100","43.5"
"5736","Combusken","Ember","Flamethrower",10.041,154,155.9,1652,"fire","10","10","fire","70","31.8"
"5737","Forretress","Bug Bite","Return",10.041,300.5,304.2,2282,"bug","5","10","normal","35","50"
"5738","Graveler","Rock Throw","Stone Edge",10.041,200.8,203.3,1897,"rock","12","13.3","rock","100","43.5"
"5739","Mew","Waterfall","Energy Ball",10.041,376.3,381,3265,"water","16","13.3","grass","90","23.1"
"5740","Plusle","Quick Attack","Grass Knot",10.041,170.6,172.7,1778,"normal","8","10","grass","90","34.6"
"5741","Shadow Sandslash","Metal Claw","Rock Tomb",10.04,216.2,218.9,2374,"steel","8","11.4","rock","70","21.9"
"5742","Shadow Grotle","Bite","Body Slam",10.037,179.8,181.8,1890,"dark","6","12","normal","50","26.3"
"5743","Feraligatr","Bite","Crunch",10.036,301.1,304.4,2857,"dark","6","12","dark","70","21.9"
"5744","Zweilous","Bite","Dark Pulse",10.036,199.5,201.7,1839,"dark","6","12","dark","80","26.7"
"5745","Zweilous","Dragon Breath","Dark Pulse",10.036,199.5,201.7,1839,"dragon","6","12","dark","80","26.7"
"5746","Dugtrio","Mud Slap","Earthquake",10.034,132.5,133.8,1567,NA,NA,NA,"ground","140","38.9"
"5747","Lairon","Iron Tail","Heavy Slam",10.034,252.1,254.8,2056,"steel","15","13.6","steel","70","33.3"
"5748","Shelgon","Dragon Breath","Flamethrower",10.032,210.7,212.7,2031,"dragon","6","12","fire","70","31.8"
"5749","Beedrill","Infestation","Return",10.031,179.7,181.3,1846,"bug","10","9.1","normal","35","50"
"5750","Shadow Porygon","Hidden Power (Fire)","Hyper Beam",10.031,155.9,157.4,1720,NA,NA,NA,"normal","150","39.5"
"5751","Shadow Porygon","Hidden Power (Fighting)","Hyper Beam",10.031,155.9,157.4,1720,NA,NA,NA,"normal","150","39.5"
"5752","Shadow Porygon","Hidden Power (Water)","Hyper Beam",10.031,155.9,157.4,1720,NA,NA,NA,"normal","150","39.5"
"5753","Shadow Porygon","Hidden Power (Flying)","Hyper Beam",10.031,155.9,157.4,1720,NA,NA,NA,"normal","150","39.5"
"5754","Shadow Porygon","Hidden Power (Grass)","Hyper Beam",10.031,155.9,157.4,1720,NA,NA,NA,"normal","150","39.5"
"5755","Shadow Porygon","Hidden Power (Poison)","Hyper Beam",10.031,155.9,157.4,1720,NA,NA,NA,"normal","150","39.5"
"5756","Shadow Porygon","Hidden Power (Electric)","Hyper Beam",10.031,155.9,157.4,1720,NA,NA,NA,"normal","150","39.5"
"5757","Shadow Porygon","Hidden Power (Ground)","Hyper Beam",10.031,155.9,157.4,1720,NA,NA,NA,"normal","150","39.5"
"5758","Shadow Porygon","Hidden Power (Psychic)","Hyper Beam",10.031,155.9,157.4,1720,NA,NA,NA,"normal","150","39.5"
"5759","Shadow Porygon","Hidden Power (Rock)","Hyper Beam",10.031,155.9,157.4,1720,NA,NA,NA,"normal","150","39.5"
"5760","Shadow Porygon","Hidden Power (Ice)","Hyper Beam",10.031,155.9,157.4,1720,NA,NA,NA,"normal","150","39.5"
"5761","Shadow Porygon","Hidden Power (Bug)","Hyper Beam",10.031,155.9,157.4,1720,NA,NA,NA,"normal","150","39.5"
"5762","Shadow Porygon","Hidden Power (Dragon)","Hyper Beam",10.031,155.9,157.4,1720,NA,NA,NA,"normal","150","39.5"
"5763","Shadow Porygon","Hidden Power (Ghost)","Hyper Beam",10.031,155.9,157.4,1720,NA,NA,NA,"normal","150","39.5"
"5764","Shadow Porygon","Hidden Power (Dark)","Hyper Beam",10.031,155.9,157.4,1720,NA,NA,NA,"normal","150","39.5"
"5765","Shadow Porygon","Hidden Power (Steel)","Hyper Beam",10.031,155.9,157.4,1720,NA,NA,NA,"normal","150","39.5"
"5766","Shadow Porygon","Hidden Power","Hyper Beam",10.031,155.9,157.4,1720,"normal","15","10","normal","150","39.5"
"5767","Shadow Porygon","Hidden Power","Hyper Beam",10.031,155.9,157.4,1720,"normal","15","10","normal","150","39.5"
"5768","Shadow Porygon","Hidden Power","Hyper Beam",10.031,155.9,157.4,1720,"normal","15","10","normal","150","39.5"
"5769","Shadow Porygon","Hidden Power","Hyper Beam",10.031,155.9,157.4,1720,"normal","15","10","normal","150","39.5"
"5770","Shadow Porygon","Hidden Power","Hyper Beam",10.031,155.9,157.4,1720,"normal","15","10","normal","150","39.5"
"5771","Shadow Porygon","Hidden Power","Hyper Beam",10.031,155.9,157.4,1720,"normal","15","10","normal","150","39.5"
"5772","Shadow Porygon","Hidden Power","Hyper Beam",10.031,155.9,157.4,1720,"normal","15","10","normal","150","39.5"
"5773","Shadow Porygon","Hidden Power","Hyper Beam",10.031,155.9,157.4,1720,"normal","15","10","normal","150","39.5"
"5774","Shadow Porygon","Hidden Power","Hyper Beam",10.031,155.9,157.4,1720,"normal","15","10","normal","150","39.5"
"5775","Shadow Porygon","Hidden Power","Hyper Beam",10.031,155.9,157.4,1720,"normal","15","10","normal","150","39.5"
"5776","Shadow Porygon","Hidden Power","Hyper Beam",10.031,155.9,157.4,1720,"normal","15","10","normal","150","39.5"
"5777","Shadow Porygon","Hidden Power","Hyper Beam",10.031,155.9,157.4,1720,"normal","15","10","normal","150","39.5"
"5778","Shadow Porygon","Hidden Power","Hyper Beam",10.031,155.9,157.4,1720,"normal","15","10","normal","150","39.5"
"5779","Shadow Porygon","Hidden Power","Hyper Beam",10.031,155.9,157.4,1720,"normal","15","10","normal","150","39.5"
"5780","Shadow Porygon","Hidden Power","Hyper Beam",10.031,155.9,157.4,1720,"normal","15","10","normal","150","39.5"
"5781","Shadow Porygon","Hidden Power","Hyper Beam",10.031,155.9,157.4,1720,"normal","15","10","normal","150","39.5"
"5782","Starmie","Hidden Power (Water)","Thunder",10.031,235.5,237.7,2584,NA,NA,NA,"electric","100","41.7"
"5783","Starmie","Hidden Power (Psychic)","Thunder",10.031,235.5,237.7,2584,NA,NA,NA,"electric","100","41.7"
"5784","Starmie","Hidden Power","Thunder",10.031,235.5,237.7,2584,"normal","15","10","electric","100","41.7"
"5785","Starmie","Hidden Power","Thunder",10.031,235.5,237.7,2584,"normal","15","10","electric","100","41.7"
"5786","Nuzleaf","Razor Leaf","Grass Knot",10.03,121.1,122.1,1227,"grass","13","13","grass","90","34.6"
"5787","Kangaskhan","Low Kick","Outrage",10.029,310.7,313.4,2586,"fighting","6","10","dragon","110","28.2"
"5788","Scrafty","Counter","Power-Up Punch",10.029,293.6,296.2,2283,"fighting","12","13.3","fighting","50","25"
"5789","Alolan Ninetales","Feint Attack","Ice Beam",10.028,277.9,280.3,2309,"dark","10","11.1","ice","90","27.3"
"5790","Castform","Hex","Weather Ball",10.028,200.4,202.1,1632,"ghost","10","8.3",NA,NA,NA
"5791","Aggron","Dragon Tail","Thunder",10.027,353.9,356.8,3000,"dragon","15","13.6","electric","100","41.7"
"5792","Duosion","Hidden Power (Psychic)","Thunder",10.026,146.1,147.3,2018,NA,NA,NA,"electric","100","41.7"
"5793","Duosion","Hidden Power","Thunder",10.026,146.1,147.3,2018,"normal","15","10","electric","100","41.7"
"5794","Shadow Shelgon","Dragon Breath","Twister",10.026,175.4,176.8,2031,"dragon","6","12","dragon","45","16.1"
"5795","Carracosta","Water Gun","Body Slam",10.025,286.1,288.3,2621,"water","5","10","normal","50","26.3"
"5796","Shadow Bulbasaur","Tackle","Power Whip",10.025,104.5,105.2,1115,"normal","5","10","grass","90","34.6"
"5797","Nuzleaf","Razor Leaf","Leaf Blade",10.024,121,121.9,1227,"grass","13","13","grass","70","29.2"
"5798","Alolan Marowak","Hex","Shadow Ball",10.022,237.7,239.2,1835,"ghost","10","8.3","ghost","100","33.3"
"5799","Mew","Cut","Thunder",10.022,375.6,378.1,3265,"normal","5","10","electric","100","41.7"
"5800","Shadow Teddiursa","Scratch","Cross Chop",10.022,106.4,107.1,1328,"normal","6","12","fighting","50","33.3"
"5801","Slowbro","Confusion","Ice Beam",10.022,313.3,315.3,2545,"psychic","20","12.5","ice","90","27.3"
"5802","Weezing","Infestation","Shadow Ball",10.022,262.5,264.2,2293,"bug","10","9.1","ghost","100","33.3"
"5803","Ludicolo","Razor Leaf","Blizzard",10.02,272.3,273.9,2323,"grass","13","13","ice","130","41.9"
"5804","Gastrodon","Hidden Power (Water)","Earthquake",10.019,284.5,286.2,2324,NA,NA,NA,"ground","140","38.9"
"5805","Gastrodon","Hidden Power (Ground)","Earthquake",10.019,284.5,286.2,2324,NA,NA,NA,"ground","140","38.9"
"5806","Gastrodon","Hidden Power","Earthquake",10.019,284.5,286.2,2324,"normal","15","10","ground","140","38.9"
"5807","Gastrodon","Hidden Power","Earthquake",10.019,284.5,286.2,2324,"normal","15","10","ground","140","38.9"
"5808","Parasect","Struggle Bug","Solar Beam",10.019,190.3,191.4,1859,"bug","15","10","grass","180","36.7"
"5809","Rufflet","Peck","Brave Bird",10.019,145.6,146.5,1491,"flying","10","10","flying","130","65"
"5810","Mew","Volt Switch","Dark Pulse",10.018,375.4,377.5,3265,"electric","14","8.8","dark","80","26.7"
"5811","Shadow Machop","Rock Smash","Cross Chop",10.018,105.1,105.6,1278,"fighting","15","11.5","fighting","50","33.3"
"5812","Gothitelle","Confusion","Rock Slide",10.017,286,287.4,2419,"psychic","20","12.5","rock","80","29.6"
"5813","Shadow Golbat","Bite","Air Cutter",10.017,187.3,188.3,1976,"dark","6","12","flying","60","22.2"
"5814","Klinklang","Thunder Shock","Flash Cannon",10.016,270.6,271.9,2637,"electric","5","8.3","steel","100","37"
"5815","Beautifly","Struggle Bug","Silver Wind",10.014,133.5,134,1765,"bug","15","10","bug","70","18.9"
"5816","Mightyena","Fire Fang","Play Rough",10.014,191,191.8,1926,"fire","12","13.3","fairy","90","31"
"5817","Obstagoon","Counter","Gunk Shot",10.014,329.7,331.1,2652,"fighting","12","13.3","poison","130","41.9"
"5818","Masquerain","Infestation","Silver Wind",10.01,214.3,214.9,2270,"bug","10","9.1","bug","70","18.9"
"5819","Shadow Sableye","Shadow Claw","Power Gem",10.009,132.9,133.2,1476,"ghost","9","12.9","rock","80","27.6"
"5820","Charmeleon","Fire Fang","Flame Burst",10.008,162.6,163,1653,"fire","12","13.3","fire","70","26.9"
"5821","Alolan Ninetales","Powder Snow","Ice Beam",10.006,277.3,277.8,2309,"ice","6","6","ice","90","27.3"
"5822","Shadow Metang","Metal Claw","Gyro Ball",10.006,187.9,188.2,1721,"steel","8","11.4","steel","80","24.2"
"5823","Cherrim (Overcast Form)","Razor Leaf","Dazzling Gleam",10.004,218.1,218.4,2048,"grass","13","13","fairy","100","28.6"
"5824","Cherrim (Sunshine Form)","Razor Leaf","Dazzling Gleam",10.004,218.1,218.4,2048,"grass","13","13","fairy","100","28.6"
"5825","Alolan Grimer","Poison Jab","Sludge Bomb",10.003,149.4,149.5,1374,"poison","10","12.5","poison","80","34.8"
"5826","Grimer","Poison Jab","Sludge Bomb",10.003,149.4,149.5,1374,"poison","10","12.5","poison","80","34.8"
"5827","Vigoroth","Scratch","Body Slam",10.003,227.7,227.9,1968,"normal","6","12","normal","50","26.3"
"5828","Galvantula","Volt Switch","Lunge",10.001,185.6,185.7,2206,"electric","14","8.8","bug","55","19"
"5829","Shadow Machop","Low Kick","Brick Break",10.001,104.9,105,1278,"fighting","6","10","fighting","40","25"
"5830","Cryogonal","Ice Shard","Aurora Beam",9.999,331.5,331.4,2798,"ice","12","10","ice","80","22.5"
"5831","Meganium","Vine Whip","Earthquake",9.998,308.6,308.4,2410,"grass","7","11.7","ground","140","38.9"
